Sexo	Comunidades y Ciudades Autónomas	Edad	Periodo	Total
Ambos sexos	03 Asturias, Principado de	De 25 a 54 años	2004T3	72,34
Ambos sexos	03 Asturias, Principado de	De 25 a 54 años	2004T2	72,29
Ambos sexos	03 Asturias, Principado de	De 25 a 54 años	2004T1	73,39
Ambos sexos	03 Asturias, Principado de	De 25 a 54 años	2003T4	73,60
Ambos sexos	03 Asturias, Principado de	De 25 a 54 años	2003T3	73,53
Ambos sexos	03 Asturias, Principado de	De 25 a 54 años	2003T2	71,63
Ambos sexos	03 Asturias, Principado de	De 25 a 54 años	2003T1	70,88
Ambos sexos	03 Asturias, Principado de	De 25 a 54 años	2002T4	70,68
Ambos sexos	03 Asturias, Principado de	De 25 a 54 años	2002T3	70,61
Ambos sexos	03 Asturias, Principado de	De 25 a 54 años	2002T2	69,77
Ambos sexos	03 Asturias, Principado de	De 25 a 54 años	2002T1	68,78
Ambos sexos	03 Asturias, Principado de	55 y más años	2021T4	22,94
Ambos sexos	03 Asturias, Principado de	55 y más años	2021T3	23,08
Ambos sexos	03 Asturias, Principado de	55 y más años	2021T2	23,14
Ambos sexos	03 Asturias, Principado de	55 y más años	2021T1	23,90
Ambos sexos	03 Asturias, Principado de	55 y más años	2020T4	22,98
Ambos sexos	03 Asturias, Principado de	55 y más años	2020T3	22,38
Ambos sexos	03 Asturias, Principado de	55 y más años	2020T2	22,67
Ambos sexos	03 Asturias, Principado de	55 y más años	2020T1	23,68
Ambos sexos	03 Asturias, Principado de	55 y más años	2019T4	22,31
Ambos sexos	03 Asturias, Principado de	55 y más años	2019T3	22,35
Ambos sexos	03 Asturias, Principado de	55 y más años	2019T2	22,36
Ambos sexos	03 Asturias, Principado de	55 y más años	2019T1	22,10
Ambos sexos	03 Asturias, Principado de	55 y más años	2018T4	22,02
Ambos sexos	03 Asturias, Principado de	55 y más años	2018T3	22,83
Ambos sexos	03 Asturias, Principado de	55 y más años	2018T2	22,47
Ambos sexos	03 Asturias, Principado de	55 y más años	2018T1	21,96
Ambos sexos	03 Asturias, Principado de	55 y más años	2017T4	21,71
Ambos sexos	03 Asturias, Principado de	55 y más años	2017T3	20,84
Ambos sexos	03 Asturias, Principado de	55 y más años	2017T2	20,84
Ambos sexos	03 Asturias, Principado de	55 y más años	2017T1	20,47
Ambos sexos	03 Asturias, Principado de	55 y más años	2016T4	19,20
Ambos sexos	03 Asturias, Principado de	55 y más años	2016T3	20,39
Ambos sexos	03 Asturias, Principado de	55 y más años	2016T2	20,39
Ambos sexos	03 Asturias, Principado de	55 y más años	2016T1	19,42
Ambos sexos	03 Asturias, Principado de	55 y más años	2015T4	20,12
Ambos sexos	03 Asturias, Principado de	55 y más años	2015T3	20,15
Ambos sexos	03 Asturias, Principado de	55 y más años	2015T2	18,88
Ambos sexos	03 Asturias, Principado de	55 y más años	2015T1	18,99
Ambos sexos	03 Asturias, Principado de	55 y más años	2014T4	19,74
Ambos sexos	03 Asturias, Principado de	55 y más años	2014T3	19,78
Ambos sexos	03 Asturias, Principado de	55 y más años	2014T2	18,83
Ambos sexos	03 Asturias, Principado de	55 y más años	2014T1	18,79
Ambos sexos	03 Asturias, Principado de	55 y más años	2013T4	19,06
Ambos sexos	03 Asturias, Principado de	55 y más años	2013T3	18,92
Ambos sexos	03 Asturias, Principado de	55 y más años	2013T2	18,35
Ambos sexos	03 Asturias, Principado de	55 y más años	2013T1	19,00
Ambos sexos	03 Asturias, Principado de	55 y más años	2012T4	19,45
Ambos sexos	03 Asturias, Principado de	55 y más años	2012T3	20,00
Ambos sexos	03 Asturias, Principado de	55 y más años	2012T2	19,39
Ambos sexos	03 Asturias, Principado de	55 y más años	2012T1	18,11
Ambos sexos	03 Asturias, Principado de	55 y más años	2011T4	18,75
Ambos sexos	03 Asturias, Principado de	55 y más años	2011T3	17,27
Ambos sexos	03 Asturias, Principado de	55 y más años	2011T2	18,34
Ambos sexos	03 Asturias, Principado de	55 y más años	2011T1	17,66
Ambos sexos	03 Asturias, Principado de	55 y más años	2010T4	17,23
Ambos sexos	03 Asturias, Principado de	55 y más años	2010T3	17,36
Ambos sexos	03 Asturias, Principado de	55 y más años	2010T2	15,98
Ambos sexos	03 Asturias, Principado de	55 y más años	2010T1	16,57
Ambos sexos	03 Asturias, Principado de	55 y más años	2009T4	16,31
Ambos sexos	03 Asturias, Principado de	55 y más años	2009T3	16,70
Ambos sexos	03 Asturias, Principado de	55 y más años	2009T2	17,70
Ambos sexos	03 Asturias, Principado de	55 y más años	2009T1	17,49
Ambos sexos	03 Asturias, Principado de	55 y más años	2008T4	18,65
Ambos sexos	03 Asturias, Principado de	55 y más años	2008T3	18,30
Ambos sexos	03 Asturias, Principado de	55 y más años	2008T2	17,07
Ambos sexos	03 Asturias, Principado de	55 y más años	2008T1	16,10
Ambos sexos	03 Asturias, Principado de	55 y más años	2007T4	15,17
Ambos sexos	03 Asturias, Principado de	55 y más años	2007T3	16,58
Ambos sexos	03 Asturias, Principado de	55 y más años	2007T2	16,04
Ambos sexos	03 Asturias, Principado de	55 y más años	2007T1	16,08
Ambos sexos	03 Asturias, Principado de	55 y más años	2006T4	15,20
Ambos sexos	03 Asturias, Principado de	55 y más años	2006T3	15,94
Ambos sexos	03 Asturias, Principado de	55 y más años	2006T2	15,40
Ambos sexos	03 Asturias, Principado de	55 y más años	2006T1	14,45
Ambos sexos	03 Asturias, Principado de	55 y más años	2005T4	15,35
Ambos sexos	03 Asturias, Principado de	55 y más años	2005T3	15,14
Ambos sexos	03 Asturias, Principado de	55 y más años	2005T2	14,24
Ambos sexos	03 Asturias, Principado de	55 y más años	2005T1	13,29
Ambos sexos	03 Asturias, Principado de	55 y más años	2004T4	13,88
Ambos sexos	03 Asturias, Principado de	55 y más años	2004T3	13,59
Ambos sexos	03 Asturias, Principado de	55 y más años	2004T2	13,21
Ambos sexos	03 Asturias, Principado de	55 y más años	2004T1	13,94
Ambos sexos	03 Asturias, Principado de	55 y más años	2003T4	13,71
Ambos sexos	03 Asturias, Principado de	55 y más años	2003T3	13,18
Ambos sexos	03 Asturias, Principado de	55 y más años	2003T2	12,27
Ambos sexos	03 Asturias, Principado de	55 y más años	2003T1	12,12
Ambos sexos	03 Asturias, Principado de	55 y más años	2002T4	12,01
Ambos sexos	03 Asturias, Principado de	55 y más años	2002T3	11,34
Ambos sexos	03 Asturias, Principado de	55 y más años	2002T2	11,98
Ambos sexos	03 Asturias, Principado de	55 y más años	2002T1	12,11
Ambos sexos	04 Balears, Illes	Total	2021T4	61,41
Ambos sexos	04 Balears, Illes	Total	2021T3	66,58
Ambos sexos	04 Balears, Illes	Total	2021T2	64,71
Ambos sexos	04 Balears, Illes	Total	2021T1	60,17
Ambos sexos	04 Balears, Illes	Total	2020T4	61,79
Ambos sexos	04 Balears, Illes	Total	2020T3	64,67
Ambos sexos	04 Balears, Illes	Total	2020T2	59,67
Ambos sexos	04 Balears, Illes	Total	2020T1	60,31
Ambos sexos	04 Balears, Illes	Total	2019T4	62,37
Ambos sexos	04 Balears, Illes	Total	2019T3	67,02
Ambos sexos	04 Balears, Illes	Total	2019T2	65,83
Ambos sexos	04 Balears, Illes	Total	2019T1	62,42
Ambos sexos	04 Balears, Illes	Total	2018T4	62,88
Ambos sexos	04 Balears, Illes	Total	2018T3	67,93
Ambos sexos	04 Balears, Illes	Total	2018T2	66,07
Ambos sexos	04 Balears, Illes	Total	2018T1	60,78
Ambos sexos	04 Balears, Illes	Total	2017T4	61,59
Ambos sexos	04 Balears, Illes	Total	2017T3	67,35
Ambos sexos	04 Balears, Illes	Total	2017T2	65,68
Ambos sexos	04 Balears, Illes	Total	2017T1	61,78
Ambos sexos	04 Balears, Illes	Total	2016T4	62,50
Ambos sexos	04 Balears, Illes	Total	2016T3	67,70
Ambos sexos	04 Balears, Illes	Total	2016T2	66,72
Ambos sexos	04 Balears, Illes	Total	2016T1	63,95
Ambos sexos	04 Balears, Illes	Total	2015T4	64,34
Ambos sexos	04 Balears, Illes	Total	2015T3	68,69
Ambos sexos	04 Balears, Illes	Total	2015T2	67,24
Ambos sexos	04 Balears, Illes	Total	2015T1	62,82
Ambos sexos	04 Balears, Illes	Total	2014T4	63,23
Ambos sexos	04 Balears, Illes	Total	2014T3	67,87
Ambos sexos	04 Balears, Illes	Total	2014T2	66,77
Ambos sexos	04 Balears, Illes	Total	2014T1	61,68
Ambos sexos	04 Balears, Illes	Total	2013T4	63,60
Ambos sexos	04 Balears, Illes	Total	2013T3	67,81
Ambos sexos	04 Balears, Illes	Total	2013T2	68,21
Ambos sexos	04 Balears, Illes	Total	2013T1	65,28
Ambos sexos	04 Balears, Illes	Total	2012T4	65,45
Ambos sexos	04 Balears, Illes	Total	2012T3	69,58
Ambos sexos	04 Balears, Illes	Total	2012T2	67,96
Ambos sexos	04 Balears, Illes	Total	2012T1	65,02
Ambos sexos	04 Balears, Illes	Total	2011T4	64,36
Ambos sexos	04 Balears, Illes	Total	2011T3	68,22
Ambos sexos	04 Balears, Illes	Total	2011T2	65,90
Ambos sexos	04 Balears, Illes	Total	2011T1	63,41
Ambos sexos	04 Balears, Illes	Total	2010T4	64,60
Ambos sexos	04 Balears, Illes	Total	2010T3	68,47
Ambos sexos	04 Balears, Illes	Total	2010T2	68,22
Ambos sexos	04 Balears, Illes	Total	2010T1	64,01
Ambos sexos	04 Balears, Illes	Total	2009T4	64,76
Ambos sexos	04 Balears, Illes	Total	2009T3	68,20
Ambos sexos	04 Balears, Illes	Total	2009T2	67,09
Ambos sexos	04 Balears, Illes	Total	2009T1	63,40
Ambos sexos	04 Balears, Illes	Total	2008T4	64,10
Ambos sexos	04 Balears, Illes	Total	2008T3	67,14
Ambos sexos	04 Balears, Illes	Total	2008T2	65,86
Ambos sexos	04 Balears, Illes	Total	2008T1	62,85
Ambos sexos	04 Balears, Illes	Total	2007T4	63,54
Ambos sexos	04 Balears, Illes	Total	2007T3	66,19
Ambos sexos	04 Balears, Illes	Total	2007T2	65,66
Ambos sexos	04 Balears, Illes	Total	2007T1	62,17
Ambos sexos	04 Balears, Illes	Total	2006T4	63,12
Ambos sexos	04 Balears, Illes	Total	2006T3	67,32
Ambos sexos	04 Balears, Illes	Total	2006T2	66,22
Ambos sexos	04 Balears, Illes	Total	2006T1	61,11
Ambos sexos	04 Balears, Illes	Total	2005T4	61,13
Ambos sexos	04 Balears, Illes	Total	2005T3	65,69
Ambos sexos	04 Balears, Illes	Total	2005T2	64,88
Ambos sexos	04 Balears, Illes	Total	2005T1	60,81
Ambos sexos	04 Balears, Illes	Total	2004T4	61,92
Ambos sexos	04 Balears, Illes	Total	2004T3	65,41
Ambos sexos	04 Balears, Illes	Total	2004T2	64,30
Ambos sexos	04 Balears, Illes	Total	2004T1	61,20
Ambos sexos	04 Balears, Illes	Total	2003T4	61,76
Ambos sexos	04 Balears, Illes	Total	2003T3	64,86
Ambos sexos	04 Balears, Illes	Total	2003T2	63,90
Ambos sexos	04 Balears, Illes	Total	2003T1	60,50
Ambos sexos	04 Balears, Illes	Total	2002T4	60,51
Ambos sexos	04 Balears, Illes	Total	2002T3	63,77
Ambos sexos	04 Balears, Illes	Total	2002T2	61,26
Ambos sexos	04 Balears, Illes	Total	2002T1	58,74
Ambos sexos	04 Balears, Illes	Menores de 25 años	2021T4	29,91
Ambos sexos	04 Balears, Illes	Menores de 25 años	2021T3	45,44
Ambos sexos	04 Balears, Illes	Menores de 25 años	2021T2	37,66
Ambos sexos	04 Balears, Illes	Menores de 25 años	2021T1	28,54
Ambos sexos	04 Balears, Illes	Menores de 25 años	2020T4	35,39
Ambos sexos	04 Balears, Illes	Menores de 25 años	2020T3	45,50
Ambos sexos	04 Balears, Illes	Menores de 25 años	2020T2	29,24
Ambos sexos	04 Balears, Illes	Menores de 25 años	2020T1	36,27
Ambos sexos	04 Balears, Illes	Menores de 25 años	2019T4	38,89
Ambos sexos	04 Balears, Illes	Menores de 25 años	2019T3	53,60
Ambos sexos	04 Balears, Illes	Menores de 25 años	2019T2	47,82
Ambos sexos	04 Balears, Illes	Menores de 25 años	2019T1	43,45
Ambos sexos	04 Balears, Illes	Menores de 25 años	2018T4	41,02
Ambos sexos	04 Balears, Illes	Menores de 25 años	2018T3	54,58
Ambos sexos	04 Balears, Illes	Menores de 25 años	2018T2	50,59
Ambos sexos	04 Balears, Illes	Menores de 25 años	2018T1	36,91
Ambos sexos	04 Balears, Illes	Menores de 25 años	2017T4	40,07
Ambos sexos	04 Balears, Illes	Menores de 25 años	2017T3	53,45
Ambos sexos	04 Balears, Illes	Menores de 25 años	2017T2	40,93
Ambos sexos	04 Balears, Illes	Menores de 25 años	2017T1	34,28
Ambos sexos	04 Balears, Illes	Menores de 25 años	2016T4	37,87
Ambos sexos	04 Balears, Illes	Menores de 25 años	2016T3	49,12
Ambos sexos	04 Balears, Illes	Menores de 25 años	2016T2	41,85
Ambos sexos	04 Balears, Illes	Menores de 25 años	2016T1	40,20
Ambos sexos	04 Balears, Illes	Menores de 25 años	2015T4	41,95
Ambos sexos	04 Balears, Illes	Menores de 25 años	2015T3	53,15
Ambos sexos	04 Balears, Illes	Menores de 25 años	2015T2	44,65
Ambos sexos	04 Balears, Illes	Menores de 25 años	2015T1	40,73
Ambos sexos	04 Balears, Illes	Menores de 25 años	2014T4	39,76
Ambos sexos	04 Balears, Illes	Menores de 25 años	2014T3	52,51
Ambos sexos	04 Balears, Illes	Menores de 25 años	2014T2	42,34
Ambos sexos	04 Balears, Illes	Menores de 25 años	2014T1	37,02
Ambos sexos	04 Balears, Illes	Menores de 25 años	2013T4	39,15
Ambos sexos	04 Balears, Illes	Menores de 25 años	2013T3	52,61
Ambos sexos	04 Balears, Illes	Menores de 25 años	2013T2	47,46
Ambos sexos	04 Balears, Illes	Menores de 25 años	2013T1	45,01
Ambos sexos	04 Balears, Illes	Menores de 25 años	2012T4	45,07
Ambos sexos	04 Balears, Illes	Menores de 25 años	2012T3	55,70
Ambos sexos	04 Balears, Illes	Menores de 25 años	2012T2	53,71
Ambos sexos	04 Balears, Illes	Menores de 25 años	2012T1	49,79
Ambos sexos	04 Balears, Illes	Menores de 25 años	2011T4	46,67
Ambos sexos	04 Balears, Illes	Menores de 25 años	2011T3	55,14
Ambos sexos	04 Balears, Illes	Menores de 25 años	2011T2	50,44
Ambos sexos	04 Balears, Illes	Menores de 25 años	2011T1	44,09
Ambos sexos	04 Balears, Illes	Menores de 25 años	2010T4	48,65
Ambos sexos	04 Balears, Illes	Menores de 25 años	2010T3	56,85
Ambos sexos	04 Balears, Illes	Menores de 25 años	2010T2	56,95
Ambos sexos	04 Balears, Illes	Menores de 25 años	2010T1	52,82
Ambos sexos	04 Balears, Illes	Menores de 25 años	2009T4	53,15
Ambos sexos	04 Balears, Illes	Menores de 25 años	2009T3	62,40
Ambos sexos	04 Balears, Illes	Menores de 25 años	2009T2	56,71
Ambos sexos	04 Balears, Illes	Menores de 25 años	2009T1	51,03
Ambos sexos	04 Balears, Illes	Menores de 25 años	2008T4	51,76
Ambos sexos	04 Balears, Illes	Menores de 25 años	2008T3	61,83
Ambos sexos	04 Balears, Illes	Menores de 25 años	2008T2	56,60
Ambos sexos	04 Balears, Illes	Menores de 25 años	2008T1	49,68
Ambos sexos	04 Balears, Illes	Menores de 25 años	2007T4	53,85
Ambos sexos	04 Balears, Illes	Menores de 25 años	2007T3	61,32
Ambos sexos	04 Balears, Illes	Menores de 25 años	2007T2	57,72
Ambos sexos	04 Balears, Illes	Menores de 25 años	2007T1	52,74
Ambos sexos	04 Balears, Illes	Menores de 25 años	2006T4	58,14
Ambos sexos	04 Balears, Illes	Menores de 25 años	2006T3	63,87
Ambos sexos	04 Balears, Illes	Menores de 25 años	2006T2	59,69
Ambos sexos	04 Balears, Illes	Menores de 25 años	2006T1	56,09
Ambos sexos	04 Balears, Illes	Menores de 25 años	2005T4	56,49
Ambos sexos	04 Balears, Illes	Menores de 25 años	2005T3	62,27
Ambos sexos	04 Balears, Illes	Menores de 25 años	2005T2	63,42
Ambos sexos	04 Balears, Illes	Menores de 25 años	2005T1	58,13
Ambos sexos	04 Balears, Illes	Menores de 25 años	2004T4	53,86
Ambos sexos	04 Balears, Illes	Menores de 25 años	2004T3	65,63
Ambos sexos	04 Balears, Illes	Menores de 25 años	2004T2	61,21
Ambos sexos	04 Balears, Illes	Menores de 25 años	2004T1	57,51
Ambos sexos	04 Balears, Illes	Menores de 25 años	2003T4	57,93
Ambos sexos	04 Balears, Illes	Menores de 25 años	2003T3	63,26
Ambos sexos	04 Balears, Illes	Menores de 25 años	2003T2	61,81
Ambos sexos	04 Balears, Illes	Menores de 25 años	2003T1	58,62
Ambos sexos	04 Balears, Illes	Menores de 25 años	2002T4	57,96
Ambos sexos	04 Balears, Illes	Menores de 25 años	2002T3	62,84
Ambos sexos	04 Balears, Illes	Menores de 25 años	2002T2	54,78
Ambos sexos	04 Balears, Illes	Menores de 25 años	2002T1	53,45
Ambos sexos	04 Balears, Illes	25 y más años	2021T4	65,21
Ambos sexos	04 Balears, Illes	25 y más años	2021T3	69,14
Ambos sexos	04 Balears, Illes	25 y más años	2021T2	68,01
Ambos sexos	04 Balears, Illes	25 y más años	2021T1	64,13
Ambos sexos	04 Balears, Illes	25 y más años	2020T4	64,99
Ambos sexos	04 Balears, Illes	25 y más años	2020T3	67,00
Ambos sexos	04 Balears, Illes	25 y más años	2020T2	63,36
Ambos sexos	04 Balears, Illes	25 y más años	2020T1	63,23
Ambos sexos	04 Balears, Illes	25 y más años	2019T4	65,21
Ambos sexos	04 Balears, Illes	25 y más años	2019T3	68,64
Ambos sexos	04 Balears, Illes	25 y más años	2019T2	67,99
Ambos sexos	04 Balears, Illes	25 y más años	2019T1	64,69
Ambos sexos	04 Balears, Illes	25 y más años	2018T4	65,50
Ambos sexos	04 Balears, Illes	25 y más años	2018T3	69,52
Ambos sexos	04 Balears, Illes	25 y más años	2018T2	67,91
Ambos sexos	04 Balears, Illes	25 y más años	2018T1	63,61
Ambos sexos	04 Balears, Illes	25 y más años	2017T4	64,13
Ambos sexos	04 Balears, Illes	25 y más años	2017T3	68,99
Ambos sexos	04 Balears, Illes	25 y más años	2017T2	68,60
Ambos sexos	04 Balears, Illes	25 y más años	2017T1	65,02
Ambos sexos	04 Balears, Illes	25 y más años	2016T4	65,40
Ambos sexos	04 Balears, Illes	25 y más años	2016T3	69,89
Ambos sexos	04 Balears, Illes	25 y más años	2016T2	69,65
Ambos sexos	04 Balears, Illes	25 y más años	2016T1	66,75
Ambos sexos	04 Balears, Illes	25 y más años	2015T4	66,98
Ambos sexos	04 Balears, Illes	25 y más años	2015T3	70,54
Ambos sexos	04 Balears, Illes	25 y más años	2015T2	69,91
Ambos sexos	04 Balears, Illes	25 y más años	2015T1	65,44
Ambos sexos	04 Balears, Illes	25 y más años	2014T4	66,03
Ambos sexos	04 Balears, Illes	25 y más años	2014T3	69,71
Ambos sexos	04 Balears, Illes	25 y más años	2014T2	69,70
Ambos sexos	04 Balears, Illes	25 y más años	2014T1	64,65
Ambos sexos	04 Balears, Illes	25 y más años	2013T4	66,56
Ambos sexos	04 Balears, Illes	25 y más años	2013T3	69,66
Ambos sexos	04 Balears, Illes	25 y más años	2013T2	70,75
Ambos sexos	04 Balears, Illes	25 y más años	2013T1	67,76
Ambos sexos	04 Balears, Illes	25 y más años	2012T4	67,97
Ambos sexos	04 Balears, Illes	25 y más años	2012T3	71,31
Ambos sexos	04 Balears, Illes	25 y más años	2012T2	69,74
Ambos sexos	04 Balears, Illes	25 y más años	2012T1	66,93
Ambos sexos	04 Balears, Illes	25 y más años	2011T4	66,59
Ambos sexos	04 Balears, Illes	25 y más años	2011T3	69,88
Ambos sexos	04 Balears, Illes	25 y más años	2011T2	67,88
Ambos sexos	04 Balears, Illes	25 y más años	2011T1	65,90
Ambos sexos	04 Balears, Illes	25 y más años	2010T4	66,68
Ambos sexos	04 Balears, Illes	25 y más años	2010T3	70,00
Ambos sexos	04 Balears, Illes	25 y más años	2010T2	69,72
Ambos sexos	04 Balears, Illes	25 y más años	2010T1	65,51
Ambos sexos	04 Balears, Illes	25 y más años	2009T4	66,34
Ambos sexos	04 Balears, Illes	25 y más años	2009T3	69,00
Ambos sexos	04 Balears, Illes	25 y más años	2009T2	68,53
Ambos sexos	04 Balears, Illes	25 y más años	2009T1	65,13
Ambos sexos	04 Balears, Illes	25 y más años	2008T4	65,84
Ambos sexos	04 Balears, Illes	25 y más años	2008T3	67,90
Ambos sexos	04 Balears, Illes	25 y más años	2008T2	67,18
Ambos sexos	04 Balears, Illes	25 y más años	2008T1	64,73
Ambos sexos	04 Balears, Illes	25 y más años	2007T4	64,94
Ambos sexos	04 Balears, Illes	25 y más años	2007T3	66,89
Ambos sexos	04 Balears, Illes	25 y más años	2007T2	66,81
Ambos sexos	04 Balears, Illes	25 y más años	2007T1	63,55
Ambos sexos	04 Balears, Illes	25 y más años	2006T4	63,85
Ambos sexos	04 Balears, Illes	25 y más años	2006T3	67,83
Ambos sexos	04 Balears, Illes	25 y más años	2006T2	67,18
Ambos sexos	04 Balears, Illes	25 y más años	2006T1	61,86
Ambos sexos	04 Balears, Illes	25 y más años	2005T4	61,83
Ambos sexos	04 Balears, Illes	25 y más años	2005T3	66,21
Ambos sexos	04 Balears, Illes	25 y más años	2005T2	65,10
Ambos sexos	04 Balears, Illes	25 y más años	2005T1	61,23
Ambos sexos	04 Balears, Illes	25 y más años	2004T4	63,19
Ambos sexos	04 Balears, Illes	25 y más años	2004T3	65,37
Ambos sexos	04 Balears, Illes	25 y más años	2004T2	64,80
Ambos sexos	04 Balears, Illes	25 y más años	2004T1	61,80
Ambos sexos	04 Balears, Illes	25 y más años	2003T4	62,39
Ambos sexos	04 Balears, Illes	25 y más años	2003T3	65,12
Ambos sexos	04 Balears, Illes	25 y más años	2003T2	64,25
Ambos sexos	04 Balears, Illes	25 y más años	2003T1	60,82
Ambos sexos	04 Balears, Illes	25 y más años	2002T4	60,95
Ambos sexos	04 Balears, Illes	25 y más años	2002T3	63,93
Ambos sexos	04 Balears, Illes	25 y más años	2002T2	62,39
Ambos sexos	04 Balears, Illes	25 y más años	2002T1	59,66
Ambos sexos	04 Balears, Illes	De 16 a 19 años	2021T4	9,33
Ambos sexos	04 Balears, Illes	De 16 a 19 años	2021T3	21,64
Ambos sexos	04 Balears, Illes	De 16 a 19 años	2021T2	16,24
Ambos sexos	04 Balears, Illes	De 16 a 19 años	2021T1	9,80
Ambos sexos	04 Balears, Illes	De 16 a 19 años	2020T4	16,00
Ambos sexos	04 Balears, Illes	De 16 a 19 años	2020T3	20,33
Ambos sexos	04 Balears, Illes	De 16 a 19 años	2020T2	14,51
Ambos sexos	04 Balears, Illes	De 16 a 19 años	2020T1	15,14
Ambos sexos	04 Balears, Illes	De 16 a 19 años	2019T4	14,84
Ambos sexos	04 Balears, Illes	De 16 a 19 años	2019T3	25,29
Ambos sexos	04 Balears, Illes	De 16 a 19 años	2019T2	21,21
Ambos sexos	04 Balears, Illes	De 16 a 19 años	2019T1	19,34
Ambos sexos	04 Balears, Illes	De 16 a 19 años	2018T4	14,72
Ambos sexos	04 Balears, Illes	De 16 a 19 años	2018T3	25,56
Ambos sexos	04 Balears, Illes	De 16 a 19 años	2018T2	28,91
Ambos sexos	04 Balears, Illes	De 16 a 19 años	2018T1	16,26
Ambos sexos	04 Balears, Illes	De 16 a 19 años	2017T4	19,97
Ambos sexos	04 Balears, Illes	De 16 a 19 años	2017T3	34,37
Ambos sexos	04 Balears, Illes	De 16 a 19 años	2017T2	23,35
Ambos sexos	04 Balears, Illes	De 16 a 19 años	2017T1	17,17
Ambos sexos	04 Balears, Illes	De 16 a 19 años	2016T4	20,01
Ambos sexos	04 Balears, Illes	De 16 a 19 años	2016T3	27,47
Ambos sexos	04 Balears, Illes	De 16 a 19 años	2016T2	15,81
Ambos sexos	04 Balears, Illes	De 16 a 19 años	2016T1	17,67
Ambos sexos	04 Balears, Illes	De 16 a 19 años	2015T4	19,21
Ambos sexos	04 Balears, Illes	De 16 a 19 años	2015T3	29,03
Ambos sexos	04 Balears, Illes	De 16 a 19 años	2015T2	19,23
Ambos sexos	04 Balears, Illes	De 16 a 19 años	2015T1	16,22
Ambos sexos	04 Balears, Illes	De 16 a 19 años	2014T4	19,69
Ambos sexos	04 Balears, Illes	De 16 a 19 años	2014T3	25,95
Ambos sexos	04 Balears, Illes	De 16 a 19 años	2014T2	14,82
Ambos sexos	04 Balears, Illes	De 16 a 19 años	2014T1	11,44
Ambos sexos	04 Balears, Illes	De 16 a 19 años	2013T4	11,17
Ambos sexos	04 Balears, Illes	De 16 a 19 años	2013T3	24,48
Ambos sexos	04 Balears, Illes	De 16 a 19 años	2013T2	19,94
Ambos sexos	04 Balears, Illes	De 16 a 19 años	2013T1	17,91
Ambos sexos	04 Balears, Illes	De 16 a 19 años	2012T4	15,71
Ambos sexos	04 Balears, Illes	De 16 a 19 años	2012T3	28,37
Ambos sexos	04 Balears, Illes	De 16 a 19 años	2012T2	26,18
Ambos sexos	04 Balears, Illes	De 16 a 19 años	2012T1	16,32
Ambos sexos	04 Balears, Illes	De 16 a 19 años	2011T4	15,27
Ambos sexos	04 Balears, Illes	De 16 a 19 años	2011T3	28,11
Ambos sexos	04 Balears, Illes	De 16 a 19 años	2011T2	23,30
Ambos sexos	04 Balears, Illes	De 16 a 19 años	2011T1	17,24
Ambos sexos	04 Balears, Illes	De 16 a 19 años	2010T4	18,06
Ambos sexos	04 Balears, Illes	De 16 a 19 años	2010T3	30,85
Ambos sexos	04 Balears, Illes	De 16 a 19 años	2010T2	32,01
Ambos sexos	04 Balears, Illes	De 16 a 19 años	2010T1	27,55
Ambos sexos	04 Balears, Illes	De 16 a 19 años	2009T4	21,02
Ambos sexos	04 Balears, Illes	De 16 a 19 años	2009T3	35,15
Ambos sexos	04 Balears, Illes	De 16 a 19 años	2009T2	28,35
Ambos sexos	04 Balears, Illes	De 16 a 19 años	2009T1	21,60
Ambos sexos	04 Balears, Illes	De 16 a 19 años	2008T4	21,65
Ambos sexos	04 Balears, Illes	De 16 a 19 años	2008T3	37,00
Ambos sexos	04 Balears, Illes	De 16 a 19 años	2008T2	33,45
Ambos sexos	04 Balears, Illes	De 16 a 19 años	2008T1	26,77
Ambos sexos	04 Balears, Illes	De 16 a 19 años	2007T4	28,69
Ambos sexos	04 Balears, Illes	De 16 a 19 años	2007T3	46,02
Ambos sexos	04 Balears, Illes	De 16 a 19 años	2007T2	33,89
Ambos sexos	04 Balears, Illes	De 16 a 19 años	2007T1	26,23
Ambos sexos	04 Balears, Illes	De 16 a 19 años	2006T4	29,23
Ambos sexos	04 Balears, Illes	De 16 a 19 años	2006T3	42,55
Ambos sexos	04 Balears, Illes	De 16 a 19 años	2006T2	34,06
Ambos sexos	04 Balears, Illes	De 16 a 19 años	2006T1	32,88
Ambos sexos	04 Balears, Illes	De 16 a 19 años	2005T4	35,12
Ambos sexos	04 Balears, Illes	De 16 a 19 años	2005T3	40,42
Ambos sexos	04 Balears, Illes	De 16 a 19 años	2005T2	45,08
Ambos sexos	04 Balears, Illes	De 16 a 19 años	2005T1	40,75
Ambos sexos	04 Balears, Illes	De 16 a 19 años	2004T4	34,16
Ambos sexos	04 Balears, Illes	De 16 a 19 años	2004T3	47,39
Ambos sexos	04 Balears, Illes	De 16 a 19 años	2004T2	41,14
Ambos sexos	04 Balears, Illes	De 16 a 19 años	2004T1	41,06
Ambos sexos	04 Balears, Illes	De 16 a 19 años	2003T4	38,02
Ambos sexos	04 Balears, Illes	De 16 a 19 años	2003T3	41,11
Ambos sexos	04 Balears, Illes	De 16 a 19 años	2003T2	44,55
Ambos sexos	04 Balears, Illes	De 16 a 19 años	2003T1	34,12
