Sexo	Comunidades y Ciudades Autónomas	Edad	Periodo	Total
Ambos sexos	17 Rioja, La	55 y más años	2011T4	7,91
Ambos sexos	17 Rioja, La	55 y más años	2011T3	7,79
Ambos sexos	17 Rioja, La	55 y más años	2011T2	5,39
Ambos sexos	17 Rioja, La	55 y más años	2011T1	4,06
Ambos sexos	17 Rioja, La	55 y más años	2010T4	9,93
Ambos sexos	17 Rioja, La	55 y más años	2010T3	8,71
Ambos sexos	17 Rioja, La	55 y más años	2010T2	8,02
Ambos sexos	17 Rioja, La	55 y más años	2010T1	10,38
Ambos sexos	17 Rioja, La	55 y más años	2009T4	10,63
Ambos sexos	17 Rioja, La	55 y más años	2009T3	10,40
Ambos sexos	17 Rioja, La	55 y más años	2009T2	5,50
Ambos sexos	17 Rioja, La	55 y más años	2009T1	6,65
Ambos sexos	17 Rioja, La	55 y más años	2008T4	5,75
Ambos sexos	17 Rioja, La	55 y más años	2008T3	2,83
Ambos sexos	17 Rioja, La	55 y más años	2008T2	3,77
Ambos sexos	17 Rioja, La	55 y más años	2008T1	2,26
Ambos sexos	17 Rioja, La	55 y más años	2007T4	3,94
Ambos sexos	17 Rioja, La	55 y más años	2007T3	2,26
Ambos sexos	17 Rioja, La	55 y más años	2007T2	2,95
Ambos sexos	17 Rioja, La	55 y más años	2007T1	2,90
Ambos sexos	17 Rioja, La	55 y más años	2006T4	1,14
Ambos sexos	17 Rioja, La	55 y más años	2006T3	2,64
Ambos sexos	17 Rioja, La	55 y más años	2006T2	2,89
Ambos sexos	17 Rioja, La	55 y más años	2006T1	2,81
Ambos sexos	17 Rioja, La	55 y más años	2005T4	2,41
Ambos sexos	17 Rioja, La	55 y más años	2005T3	3,15
Ambos sexos	17 Rioja, La	55 y más años	2005T2	2,31
Ambos sexos	17 Rioja, La	55 y más años	2005T1	1,58
Ambos sexos	17 Rioja, La	55 y más años	2004T4	0,00
Ambos sexos	17 Rioja, La	55 y más años	2004T3	3,59
Ambos sexos	17 Rioja, La	55 y más años	2004T2	2,17
Ambos sexos	17 Rioja, La	55 y más años	2004T1	4,27
Ambos sexos	17 Rioja, La	55 y más años	2003T4	2,71
Ambos sexos	17 Rioja, La	55 y más años	2003T3	2,17
Ambos sexos	17 Rioja, La	55 y más años	2003T2	1,91
Ambos sexos	17 Rioja, La	55 y más años	2003T1	3,55
Ambos sexos	17 Rioja, La	55 y más años	2002T4	4,31
Ambos sexos	17 Rioja, La	55 y más años	2002T3	2,86
Ambos sexos	17 Rioja, La	55 y más años	2002T2	3,13
Ambos sexos	17 Rioja, La	55 y más años	2002T1	2,20
Ambos sexos	18 Ceuta	Total	2021T4	26,86
Ambos sexos	18 Ceuta	Total	2021T3	27,07
Ambos sexos	18 Ceuta	Total	2021T2	24,20
Ambos sexos	18 Ceuta	Total	2021T1	28,52
Ambos sexos	18 Ceuta	Total	2020T4	26,74
Ambos sexos	18 Ceuta	Total	2020T3	27,14
Ambos sexos	18 Ceuta	Total	2020T2	20,30
Ambos sexos	18 Ceuta	Total	2020T1	23,89
Ambos sexos	18 Ceuta	Total	2019T4	27,58
Ambos sexos	18 Ceuta	Total	2019T3	28,76
Ambos sexos	18 Ceuta	Total	2019T2	24,61
Ambos sexos	18 Ceuta	Total	2019T1	22,31
Ambos sexos	18 Ceuta	Total	2018T4	24,02
Ambos sexos	18 Ceuta	Total	2018T3	30,79
Ambos sexos	18 Ceuta	Total	2018T2	29,46
Ambos sexos	18 Ceuta	Total	2018T1	31,44
Ambos sexos	18 Ceuta	Total	2017T4	26,03
Ambos sexos	18 Ceuta	Total	2017T3	22,36
Ambos sexos	18 Ceuta	Total	2017T2	17,79
Ambos sexos	18 Ceuta	Total	2017T1	23,30
Ambos sexos	18 Ceuta	Total	2016T4	22,39
Ambos sexos	18 Ceuta	Total	2016T3	24,64
Ambos sexos	18 Ceuta	Total	2016T2	26,28
Ambos sexos	18 Ceuta	Total	2016T1	26,21
Ambos sexos	18 Ceuta	Total	2015T4	23,25
Ambos sexos	18 Ceuta	Total	2015T3	30,59
Ambos sexos	18 Ceuta	Total	2015T2	24,59
Ambos sexos	18 Ceuta	Total	2015T1	31,76
Ambos sexos	18 Ceuta	Total	2014T4	32,46
Ambos sexos	18 Ceuta	Total	2014T3	31,95
Ambos sexos	18 Ceuta	Total	2014T2	31,40
Ambos sexos	18 Ceuta	Total	2014T1	31,56
Ambos sexos	18 Ceuta	Total	2013T4	36,78
Ambos sexos	18 Ceuta	Total	2013T3	30,96
Ambos sexos	18 Ceuta	Total	2013T2	33,91
Ambos sexos	18 Ceuta	Total	2013T1	37,51
Ambos sexos	18 Ceuta	Total	2012T4	37,17
Ambos sexos	18 Ceuta	Total	2012T3	38,80
Ambos sexos	18 Ceuta	Total	2012T2	37,40
Ambos sexos	18 Ceuta	Total	2012T1	34,71
Ambos sexos	18 Ceuta	Total	2011T4	27,19
Ambos sexos	18 Ceuta	Total	2011T3	31,04
Ambos sexos	18 Ceuta	Total	2011T2	27,02
Ambos sexos	18 Ceuta	Total	2011T1	25,73
Ambos sexos	18 Ceuta	Total	2010T4	24,83
Ambos sexos	18 Ceuta	Total	2010T3	21,98
Ambos sexos	18 Ceuta	Total	2010T2	26,08
Ambos sexos	18 Ceuta	Total	2010T1	22,79
Ambos sexos	18 Ceuta	Total	2009T4	24,01
Ambos sexos	18 Ceuta	Total	2009T3	19,64
Ambos sexos	18 Ceuta	Total	2009T2	15,39
Ambos sexos	18 Ceuta	Total	2009T1	15,49
Ambos sexos	18 Ceuta	Total	2008T4	15,66
Ambos sexos	18 Ceuta	Total	2008T3	17,85
Ambos sexos	18 Ceuta	Total	2008T2	19,48
Ambos sexos	18 Ceuta	Total	2008T1	16,81
Ambos sexos	18 Ceuta	Total	2007T4	20,18
Ambos sexos	18 Ceuta	Total	2007T3	21,20
Ambos sexos	18 Ceuta	Total	2007T2	20,11
Ambos sexos	18 Ceuta	Total	2007T1	22,53
Ambos sexos	18 Ceuta	Total	2006T4	14,44
Ambos sexos	18 Ceuta	Total	2006T3	19,79
Ambos sexos	18 Ceuta	Total	2006T2	23,18
Ambos sexos	18 Ceuta	Total	2006T1	27,49
Ambos sexos	18 Ceuta	Total	2005T4	17,14
Ambos sexos	18 Ceuta	Total	2005T3	17,69
Ambos sexos	18 Ceuta	Total	2005T2	23,09
Ambos sexos	18 Ceuta	Total	2005T1	19,84
Ambos sexos	18 Ceuta	Total	2004T4	6,59
Ambos sexos	18 Ceuta	Total	2004T3	7,67
Ambos sexos	18 Ceuta	Total	2004T2	13,90
Ambos sexos	18 Ceuta	Total	2004T1	15,25
Ambos sexos	18 Ceuta	Total	2003T4	9,65
Ambos sexos	18 Ceuta	Total	2003T3	8,93
Ambos sexos	18 Ceuta	Total	2003T2	9,79
Ambos sexos	18 Ceuta	Total	2003T1	9,47
Ambos sexos	18 Ceuta	Total	2002T4	5,70
Ambos sexos	18 Ceuta	Total	2002T3	7,73
Ambos sexos	18 Ceuta	Total	2002T2	7,66
Ambos sexos	18 Ceuta	Total	2002T1	7,01
Ambos sexos	18 Ceuta	Menores de 25 años	2021T4	40,50
Ambos sexos	18 Ceuta	Menores de 25 años	2021T3	49,99
Ambos sexos	18 Ceuta	Menores de 25 años	2021T2	68,70
Ambos sexos	18 Ceuta	Menores de 25 años	2021T1	71,47
Ambos sexos	18 Ceuta	Menores de 25 años	2020T4	65,91
Ambos sexos	18 Ceuta	Menores de 25 años	2020T3	65,76
Ambos sexos	18 Ceuta	Menores de 25 años	2020T2	65,30
Ambos sexos	18 Ceuta	Menores de 25 años	2020T1	54,25
Ambos sexos	18 Ceuta	Menores de 25 años	2019T4	53,26
Ambos sexos	18 Ceuta	Menores de 25 años	2019T3	54,35
Ambos sexos	18 Ceuta	Menores de 25 años	2019T2	56,53
Ambos sexos	18 Ceuta	Menores de 25 años	2019T1	46,97
Ambos sexos	18 Ceuta	Menores de 25 años	2018T4	52,56
Ambos sexos	18 Ceuta	Menores de 25 años	2018T3	74,93
Ambos sexos	18 Ceuta	Menores de 25 años	2018T2	60,44
Ambos sexos	18 Ceuta	Menores de 25 años	2018T1	61,46
Ambos sexos	18 Ceuta	Menores de 25 años	2017T4	48,94
Ambos sexos	18 Ceuta	Menores de 25 años	2017T3	60,97
Ambos sexos	18 Ceuta	Menores de 25 años	2017T2	45,09
Ambos sexos	18 Ceuta	Menores de 25 años	2017T1	62,97
Ambos sexos	18 Ceuta	Menores de 25 años	2016T4	59,84
Ambos sexos	18 Ceuta	Menores de 25 años	2016T3	65,77
Ambos sexos	18 Ceuta	Menores de 25 años	2016T2	60,02
Ambos sexos	18 Ceuta	Menores de 25 años	2016T1	66,74
Ambos sexos	18 Ceuta	Menores de 25 años	2015T4	74,93
Ambos sexos	18 Ceuta	Menores de 25 años	2015T3	90,35
Ambos sexos	18 Ceuta	Menores de 25 años	2015T2	80,78
Ambos sexos	18 Ceuta	Menores de 25 años	2015T1	71,73
Ambos sexos	18 Ceuta	Menores de 25 años	2014T4	71,60
Ambos sexos	18 Ceuta	Menores de 25 años	2014T3	72,34
Ambos sexos	18 Ceuta	Menores de 25 años	2014T2	60,66
Ambos sexos	18 Ceuta	Menores de 25 años	2014T1	63,39
Ambos sexos	18 Ceuta	Menores de 25 años	2013T4	71,20
Ambos sexos	18 Ceuta	Menores de 25 años	2013T3	70,77
Ambos sexos	18 Ceuta	Menores de 25 años	2013T2	79,63
Ambos sexos	18 Ceuta	Menores de 25 años	2013T1	72,92
Ambos sexos	18 Ceuta	Menores de 25 años	2012T4	69,48
Ambos sexos	18 Ceuta	Menores de 25 años	2012T3	54,95
Ambos sexos	18 Ceuta	Menores de 25 años	2012T2	76,39
Ambos sexos	18 Ceuta	Menores de 25 años	2012T1	78,18
Ambos sexos	18 Ceuta	Menores de 25 años	2011T4	59,05
Ambos sexos	18 Ceuta	Menores de 25 años	2011T3	69,90
Ambos sexos	18 Ceuta	Menores de 25 años	2011T2	69,36
Ambos sexos	18 Ceuta	Menores de 25 años	2011T1	56,09
Ambos sexos	18 Ceuta	Menores de 25 años	2010T4	67,98
Ambos sexos	18 Ceuta	Menores de 25 años	2010T3	59,15
Ambos sexos	18 Ceuta	Menores de 25 años	2010T2	65,39
Ambos sexos	18 Ceuta	Menores de 25 años	2010T1	57,21
Ambos sexos	18 Ceuta	Menores de 25 años	2009T4	39,22
Ambos sexos	18 Ceuta	Menores de 25 años	2009T3	46,19
Ambos sexos	18 Ceuta	Menores de 25 años	2009T2	31,00
Ambos sexos	18 Ceuta	Menores de 25 años	2009T1	24,66
Ambos sexos	18 Ceuta	Menores de 25 años	2008T4	30,77
Ambos sexos	18 Ceuta	Menores de 25 años	2008T3	43,12
Ambos sexos	18 Ceuta	Menores de 25 años	2008T2	42,91
Ambos sexos	18 Ceuta	Menores de 25 años	2008T1	41,46
Ambos sexos	18 Ceuta	Menores de 25 años	2007T4	47,33
Ambos sexos	18 Ceuta	Menores de 25 años	2007T3	37,74
Ambos sexos	18 Ceuta	Menores de 25 años	2007T2	30,62
Ambos sexos	18 Ceuta	Menores de 25 años	2007T1	36,80
Ambos sexos	18 Ceuta	Menores de 25 años	2006T4	37,54
Ambos sexos	18 Ceuta	Menores de 25 años	2006T3	65,70
Ambos sexos	18 Ceuta	Menores de 25 años	2006T2	57,11
Ambos sexos	18 Ceuta	Menores de 25 años	2006T1	57,61
Ambos sexos	18 Ceuta	Menores de 25 años	2005T4	45,48
Ambos sexos	18 Ceuta	Menores de 25 años	2005T3	40,88
Ambos sexos	18 Ceuta	Menores de 25 años	2005T2	50,01
Ambos sexos	18 Ceuta	Menores de 25 años	2005T1	41,55
Ambos sexos	18 Ceuta	Menores de 25 años	2004T4	17,35
Ambos sexos	18 Ceuta	Menores de 25 años	2004T3	21,04
Ambos sexos	18 Ceuta	Menores de 25 años	2004T2	53,93
Ambos sexos	18 Ceuta	Menores de 25 años	2004T1	34,16
Ambos sexos	18 Ceuta	Menores de 25 años	2003T4	19,96
Ambos sexos	18 Ceuta	Menores de 25 años	2003T3	21,72
Ambos sexos	18 Ceuta	Menores de 25 años	2003T2	22,22
Ambos sexos	18 Ceuta	Menores de 25 años	2003T1	17,12
Ambos sexos	18 Ceuta	Menores de 25 años	2002T4	9,46
Ambos sexos	18 Ceuta	Menores de 25 años	2002T3	20,35
Ambos sexos	18 Ceuta	Menores de 25 años	2002T2	15,62
Ambos sexos	18 Ceuta	Menores de 25 años	2002T1	23,28
Ambos sexos	18 Ceuta	25 y más años	2021T4	25,64
Ambos sexos	18 Ceuta	25 y más años	2021T3	24,66
Ambos sexos	18 Ceuta	25 y más años	2021T2	21,02
Ambos sexos	18 Ceuta	25 y más años	2021T1	23,90
Ambos sexos	18 Ceuta	25 y más años	2020T4	22,26
Ambos sexos	18 Ceuta	25 y más años	2020T3	23,33
Ambos sexos	18 Ceuta	25 y más años	2020T2	16,56
Ambos sexos	18 Ceuta	25 y más años	2020T1	21,43
Ambos sexos	18 Ceuta	25 y más años	2019T4	25,17
Ambos sexos	18 Ceuta	25 y más años	2019T3	26,33
Ambos sexos	18 Ceuta	25 y más años	2019T2	21,60
Ambos sexos	18 Ceuta	25 y más años	2019T1	19,80
Ambos sexos	18 Ceuta	25 y más años	2018T4	21,12
Ambos sexos	18 Ceuta	25 y más años	2018T3	26,62
Ambos sexos	18 Ceuta	25 y más años	2018T2	26,23
Ambos sexos	18 Ceuta	25 y más años	2018T1	29,73
Ambos sexos	18 Ceuta	25 y más años	2017T4	24,38
Ambos sexos	18 Ceuta	25 y más años	2017T3	20,21
Ambos sexos	18 Ceuta	25 y más años	2017T2	15,74
Ambos sexos	18 Ceuta	25 y más años	2017T1	20,10
Ambos sexos	18 Ceuta	25 y más años	2016T4	19,13
Ambos sexos	18 Ceuta	25 y más años	2016T3	20,82
Ambos sexos	18 Ceuta	25 y más años	2016T2	24,17
Ambos sexos	18 Ceuta	25 y más años	2016T1	22,80
Ambos sexos	18 Ceuta	25 y más años	2015T4	18,63
Ambos sexos	18 Ceuta	25 y más años	2015T3	24,61
Ambos sexos	18 Ceuta	25 y más años	2015T2	19,84
Ambos sexos	18 Ceuta	25 y más años	2015T1	26,64
Ambos sexos	18 Ceuta	25 y más años	2014T4	27,58
Ambos sexos	18 Ceuta	25 y más años	2014T3	28,01
Ambos sexos	18 Ceuta	25 y más años	2014T2	28,60
Ambos sexos	18 Ceuta	25 y más años	2014T1	28,64
Ambos sexos	18 Ceuta	25 y más años	2013T4	33,14
Ambos sexos	18 Ceuta	25 y más años	2013T3	27,33
Ambos sexos	18 Ceuta	25 y más años	2013T2	30,29
Ambos sexos	18 Ceuta	25 y más años	2013T1	33,91
Ambos sexos	18 Ceuta	25 y más años	2012T4	33,87
Ambos sexos	18 Ceuta	25 y más años	2012T3	37,21
Ambos sexos	18 Ceuta	25 y más años	2012T2	33,43
Ambos sexos	18 Ceuta	25 y más años	2012T1	28,95
Ambos sexos	18 Ceuta	25 y más años	2011T4	22,99
Ambos sexos	18 Ceuta	25 y más años	2011T3	24,56
Ambos sexos	18 Ceuta	25 y más años	2011T2	21,59
Ambos sexos	18 Ceuta	25 y más años	2011T1	22,09
Ambos sexos	18 Ceuta	25 y más años	2010T4	19,45
Ambos sexos	18 Ceuta	25 y más años	2010T3	17,04
Ambos sexos	18 Ceuta	25 y más años	2010T2	21,59
Ambos sexos	18 Ceuta	25 y más años	2010T1	17,73
Ambos sexos	18 Ceuta	25 y más años	2009T4	22,26
Ambos sexos	18 Ceuta	25 y más años	2009T3	15,78
Ambos sexos	18 Ceuta	25 y más años	2009T2	13,58
Ambos sexos	18 Ceuta	25 y más años	2009T1	14,45
Ambos sexos	18 Ceuta	25 y más años	2008T4	13,52
Ambos sexos	18 Ceuta	25 y más años	2008T3	14,16
Ambos sexos	18 Ceuta	25 y más años	2008T2	15,76
Ambos sexos	18 Ceuta	25 y más años	2008T1	13,01
Ambos sexos	18 Ceuta	25 y más años	2007T4	15,56
Ambos sexos	18 Ceuta	25 y más años	2007T3	18,45
Ambos sexos	18 Ceuta	25 y más años	2007T2	18,31
Ambos sexos	18 Ceuta	25 y más años	2007T1	20,06
Ambos sexos	18 Ceuta	25 y más años	2006T4	10,77
Ambos sexos	18 Ceuta	25 y más años	2006T3	13,31
Ambos sexos	18 Ceuta	25 y más años	2006T2	17,29
Ambos sexos	18 Ceuta	25 y más años	2006T1	22,29
Ambos sexos	18 Ceuta	25 y más años	2005T4	12,69
Ambos sexos	18 Ceuta	25 y más años	2005T3	13,73
Ambos sexos	18 Ceuta	25 y más años	2005T2	18,51
Ambos sexos	18 Ceuta	25 y más años	2005T1	16,50
Ambos sexos	18 Ceuta	25 y más años	2004T4	5,42
Ambos sexos	18 Ceuta	25 y más años	2004T3	6,35
Ambos sexos	18 Ceuta	25 y más años	2004T2	8,71
Ambos sexos	18 Ceuta	25 y más años	2004T1	12,56
Ambos sexos	18 Ceuta	25 y más años	2003T4	8,08
Ambos sexos	18 Ceuta	25 y más años	2003T3	7,07
Ambos sexos	18 Ceuta	25 y más años	2003T2	7,71
Ambos sexos	18 Ceuta	25 y más años	2003T1	8,15
Ambos sexos	18 Ceuta	25 y más años	2002T4	5,18
Ambos sexos	18 Ceuta	25 y más años	2002T3	6,03
Ambos sexos	18 Ceuta	25 y más años	2002T2	6,63
Ambos sexos	18 Ceuta	25 y más años	2002T1	4,80
Ambos sexos	18 Ceuta	De 16 a 19 años	2021T4	66,54
Ambos sexos	18 Ceuta	De 16 a 19 años	2021T3	50,07
Ambos sexos	18 Ceuta	De 16 a 19 años	2021T2	100,00
Ambos sexos	18 Ceuta	De 16 a 19 años	2021T1	100,00
Ambos sexos	18 Ceuta	De 16 a 19 años	2020T4	100,00
Ambos sexos	18 Ceuta	De 16 a 19 años	2020T3	100,00
Ambos sexos	18 Ceuta	De 16 a 19 años	2020T2	100,00
Ambos sexos	18 Ceuta	De 16 a 19 años	2020T1	100,00
Ambos sexos	18 Ceuta	De 16 a 19 años	2019T4	72,63
Ambos sexos	18 Ceuta	De 16 a 19 años	2019T3	78,57
Ambos sexos	18 Ceuta	De 16 a 19 años	2019T2	48,81
Ambos sexos	18 Ceuta	De 16 a 19 años	2019T1	60,94
Ambos sexos	18 Ceuta	De 16 a 19 años	2018T4	65,71
Ambos sexos	18 Ceuta	De 16 a 19 años	2018T3	100,00
Ambos sexos	18 Ceuta	De 16 a 19 años	2018T2	51,30
Ambos sexos	18 Ceuta	De 16 a 19 años	2018T1	50,97
Ambos sexos	18 Ceuta	De 16 a 19 años	2017T4	50,78
Ambos sexos	18 Ceuta	De 16 a 19 años	2017T3	..
Ambos sexos	18 Ceuta	De 16 a 19 años	2017T2	47,85
Ambos sexos	18 Ceuta	De 16 a 19 años	2017T1	72,13
Ambos sexos	18 Ceuta	De 16 a 19 años	2016T4	65,49
Ambos sexos	18 Ceuta	De 16 a 19 años	2016T3	87,23
Ambos sexos	18 Ceuta	De 16 a 19 años	2016T2	32,89
Ambos sexos	18 Ceuta	De 16 a 19 años	2016T1	81,19
Ambos sexos	18 Ceuta	De 16 a 19 años	2015T4	..
Ambos sexos	18 Ceuta	De 16 a 19 años	2015T3	100,00
Ambos sexos	18 Ceuta	De 16 a 19 años	2015T2	85,77
Ambos sexos	18 Ceuta	De 16 a 19 años	2015T1	83,63
Ambos sexos	18 Ceuta	De 16 a 19 años	2014T4	100,00
Ambos sexos	18 Ceuta	De 16 a 19 años	2014T3	100,00
Ambos sexos	18 Ceuta	De 16 a 19 años	2014T2	75,58
Ambos sexos	18 Ceuta	De 16 a 19 años	2014T1	69,38
Ambos sexos	18 Ceuta	De 16 a 19 años	2013T4	76,88
Ambos sexos	18 Ceuta	De 16 a 19 años	2013T3	80,49
Ambos sexos	18 Ceuta	De 16 a 19 años	2013T2	100,00
Ambos sexos	18 Ceuta	De 16 a 19 años	2013T1	100,00
Ambos sexos	18 Ceuta	De 16 a 19 años	2012T4	100,00
Ambos sexos	18 Ceuta	De 16 a 19 años	2012T3	100,00
Ambos sexos	18 Ceuta	De 16 a 19 años	2012T2	100,00
Ambos sexos	18 Ceuta	De 16 a 19 años	2012T1	90,28
Ambos sexos	18 Ceuta	De 16 a 19 años	2011T4	79,69
Ambos sexos	18 Ceuta	De 16 a 19 años	2011T3	85,00
Ambos sexos	18 Ceuta	De 16 a 19 años	2011T2	100,00
Ambos sexos	18 Ceuta	De 16 a 19 años	2011T1	100,00
Ambos sexos	18 Ceuta	De 16 a 19 años	2010T4	100,00
Ambos sexos	18 Ceuta	De 16 a 19 años	2010T3	66,46
Ambos sexos	18 Ceuta	De 16 a 19 años	2010T2	100,00
Ambos sexos	18 Ceuta	De 16 a 19 años	2010T1	72,94
Ambos sexos	18 Ceuta	De 16 a 19 años	2009T4	66,61
Ambos sexos	18 Ceuta	De 16 a 19 años	2009T3	97,77
Ambos sexos	18 Ceuta	De 16 a 19 años	2009T2	35,74
Ambos sexos	18 Ceuta	De 16 a 19 años	2009T1	60,96
Ambos sexos	18 Ceuta	De 16 a 19 años	2008T4	28,85
Ambos sexos	18 Ceuta	De 16 a 19 años	2008T3	51,69
Ambos sexos	18 Ceuta	De 16 a 19 años	2008T2	63,08
Ambos sexos	18 Ceuta	De 16 a 19 años	2008T1	49,31
Ambos sexos	18 Ceuta	De 16 a 19 años	2007T4	67,05
Ambos sexos	18 Ceuta	De 16 a 19 años	2007T3	38,90
Ambos sexos	18 Ceuta	De 16 a 19 años	2007T2	43,07
Ambos sexos	18 Ceuta	De 16 a 19 años	2007T1	32,02
Ambos sexos	18 Ceuta	De 16 a 19 años	2006T4	53,39
Ambos sexos	18 Ceuta	De 16 a 19 años	2006T3	84,14
Ambos sexos	18 Ceuta	De 16 a 19 años	2006T2	84,95
Ambos sexos	18 Ceuta	De 16 a 19 años	2006T1	65,51
Ambos sexos	18 Ceuta	De 16 a 19 años	2005T4	49,78
Ambos sexos	18 Ceuta	De 16 a 19 años	2005T3	42,36
Ambos sexos	18 Ceuta	De 16 a 19 años	2005T2	60,13
Ambos sexos	18 Ceuta	De 16 a 19 años	2005T1	33,80
Ambos sexos	18 Ceuta	De 16 a 19 años	2004T4	41,92
Ambos sexos	18 Ceuta	De 16 a 19 años	2004T3	31,17
Ambos sexos	18 Ceuta	De 16 a 19 años	2004T2	49,48
Ambos sexos	18 Ceuta	De 16 a 19 años	2004T1	49,89
Ambos sexos	18 Ceuta	De 16 a 19 años	2003T4	48,66
Ambos sexos	18 Ceuta	De 16 a 19 años	2003T3	48,60
Ambos sexos	18 Ceuta	De 16 a 19 años	2003T2	48,94
Ambos sexos	18 Ceuta	De 16 a 19 años	2003T1	54,19
Ambos sexos	18 Ceuta	De 16 a 19 años	2002T4	34,55
Ambos sexos	18 Ceuta	De 16 a 19 años	2002T3	51,29
Ambos sexos	18 Ceuta	De 16 a 19 años	2002T2	23,49
Ambos sexos	18 Ceuta	De 16 a 19 años	2002T1	57,87
Ambos sexos	18 Ceuta	De 20 a 24 años	2021T4	34,74
Ambos sexos	18 Ceuta	De 20 a 24 años	2021T3	49,98
Ambos sexos	18 Ceuta	De 20 a 24 años	2021T2	65,33
Ambos sexos	18 Ceuta	De 20 a 24 años	2021T1	69,30
Ambos sexos	18 Ceuta	De 20 a 24 años	2020T4	63,44
Ambos sexos	18 Ceuta	De 20 a 24 años	2020T3	61,88
Ambos sexos	18 Ceuta	De 20 a 24 años	2020T2	60,46
Ambos sexos	18 Ceuta	De 20 a 24 años	2020T1	48,53
Ambos sexos	18 Ceuta	De 20 a 24 años	2019T4	49,95
Ambos sexos	18 Ceuta	De 20 a 24 años	2019T3	48,87
Ambos sexos	18 Ceuta	De 20 a 24 años	2019T2	58,79
Ambos sexos	18 Ceuta	De 20 a 24 años	2019T1	44,03
Ambos sexos	18 Ceuta	De 20 a 24 años	2018T4	49,34
Ambos sexos	18 Ceuta	De 20 a 24 años	2018T3	71,97
Ambos sexos	18 Ceuta	De 20 a 24 años	2018T2	61,17
Ambos sexos	18 Ceuta	De 20 a 24 años	2018T1	63,10
Ambos sexos	18 Ceuta	De 20 a 24 años	2017T4	48,74
Ambos sexos	18 Ceuta	De 20 a 24 años	2017T3	60,97
Ambos sexos	18 Ceuta	De 20 a 24 años	2017T2	44,82
Ambos sexos	18 Ceuta	De 20 a 24 años	2017T1	61,12
Ambos sexos	18 Ceuta	De 20 a 24 años	2016T4	59,03
Ambos sexos	18 Ceuta	De 20 a 24 años	2016T3	59,63
Ambos sexos	18 Ceuta	De 20 a 24 años	2016T2	65,23
Ambos sexos	18 Ceuta	De 20 a 24 años	2016T1	62,95
Ambos sexos	18 Ceuta	De 20 a 24 años	2015T4	74,93
Ambos sexos	18 Ceuta	De 20 a 24 años	2015T3	88,59
Ambos sexos	18 Ceuta	De 20 a 24 años	2015T2	78,93
Ambos sexos	18 Ceuta	De 20 a 24 años	2015T1	69,08
Ambos sexos	18 Ceuta	De 20 a 24 años	2014T4	66,53
Ambos sexos	18 Ceuta	De 20 a 24 años	2014T3	65,79
Ambos sexos	18 Ceuta	De 20 a 24 años	2014T2	57,78
Ambos sexos	18 Ceuta	De 20 a 24 años	2014T1	61,75
Ambos sexos	18 Ceuta	De 20 a 24 años	2013T4	69,45
Ambos sexos	18 Ceuta	De 20 a 24 años	2013T3	67,43
Ambos sexos	18 Ceuta	De 20 a 24 años	2013T2	74,16
Ambos sexos	18 Ceuta	De 20 a 24 años	2013T1	66,28
Ambos sexos	18 Ceuta	De 20 a 24 años	2012T4	62,47
Ambos sexos	18 Ceuta	De 20 a 24 años	2012T3	48,95
Ambos sexos	18 Ceuta	De 20 a 24 años	2012T2	70,67
Ambos sexos	18 Ceuta	De 20 a 24 años	2012T1	74,22
Ambos sexos	18 Ceuta	De 20 a 24 años	2011T4	50,61
Ambos sexos	18 Ceuta	De 20 a 24 años	2011T3	61,72
Ambos sexos	18 Ceuta	De 20 a 24 años	2011T2	58,78
Ambos sexos	18 Ceuta	De 20 a 24 años	2011T1	51,01
Ambos sexos	18 Ceuta	De 20 a 24 años	2010T4	62,83
Ambos sexos	18 Ceuta	De 20 a 24 años	2010T3	58,40
Ambos sexos	18 Ceuta	De 20 a 24 años	2010T2	60,47
Ambos sexos	18 Ceuta	De 20 a 24 años	2010T1	53,63
Ambos sexos	18 Ceuta	De 20 a 24 años	2009T4	35,42
Ambos sexos	18 Ceuta	De 20 a 24 años	2009T3	32,91
Ambos sexos	18 Ceuta	De 20 a 24 años	2009T2	30,48
Ambos sexos	18 Ceuta	De 20 a 24 años	2009T1	19,19
Ambos sexos	18 Ceuta	De 20 a 24 años	2008T4	30,97
Ambos sexos	18 Ceuta	De 20 a 24 años	2008T3	41,09
Ambos sexos	18 Ceuta	De 20 a 24 años	2008T2	35,11
Ambos sexos	18 Ceuta	De 20 a 24 años	2008T1	38,01
Ambos sexos	18 Ceuta	De 20 a 24 años	2007T4	37,11
Ambos sexos	18 Ceuta	De 20 a 24 años	2007T3	36,94
Ambos sexos	18 Ceuta	De 20 a 24 años	2007T2	25,00
Ambos sexos	18 Ceuta	De 20 a 24 años	2007T1	38,67
Ambos sexos	18 Ceuta	De 20 a 24 años	2006T4	31,39
Ambos sexos	18 Ceuta	De 20 a 24 años	2006T3	61,07
Ambos sexos	18 Ceuta	De 20 a 24 años	2006T2	46,38
Ambos sexos	18 Ceuta	De 20 a 24 años	2006T1	53,65
Ambos sexos	18 Ceuta	De 20 a 24 años	2005T4	43,81
Ambos sexos	18 Ceuta	De 20 a 24 años	2005T3	40,10
Ambos sexos	18 Ceuta	De 20 a 24 años	2005T2	45,16
Ambos sexos	18 Ceuta	De 20 a 24 años	2005T1	44,22
Ambos sexos	18 Ceuta	De 20 a 24 años	2004T4	3,42
Ambos sexos	18 Ceuta	De 20 a 24 años	2004T3	12,69
